participant_id,presentation_order,case_id,condition_id,stimulus_id,representation_condition,human_only_information_condition,ai_correctness_condition
DEMO0066,5,MSOD07,C8,MSOD07_C8,high_qc_candidate,present,incorrect
DEMO0066,6,MSOD04,C5,MSOD04_C5,high_qc_candidate,absent,correct
DEMO0066,7,MSOD08,C1,MSOD08_C1,low_qc_candidate,absent,correct
DEMO0066,8,MSOD02,C3,MSOD02_C3,low_qc_candidate,present,correct
DEMO0066,9,MSOD01,C2,MSOD01_C2,low_qc_candidate,absent,incorrect
DEMO0066,10,MSOD10,C3,MSOD10_C3,low_qc_candidate,present,correct
DEMO0067,1,MSOD03,C5,MSOD03_C5,high_qc_candidate,absent,correct
DEMO0067,2,MSOD05,C7,MSOD05_C7,high_qc_candidate,present,correct
DEMO0067,3,MSOD10,C4,MSOD10_C4,low_qc_candidate,present,incorrect
DEMO0067,4,MSOD09,C3,MSOD09_C3,low_qc_candidate,present,correct
DEMO0067,5,MSOD07,C1,MSOD07_C1,low_qc_candidate,absent,correct
DEMO0067,6,MSOD01,C3,MSOD01_C3,low_qc_candidate,present,correct
DEMO0067,7,MSOD06,C8,MSOD06_C8,high_qc_candidate,present,incorrect
DEMO0067,8,MSOD02,C4,MSOD02_C4,low_qc_candidate,present,incorrect
DEMO0067,9,MSOD04,C6,MSOD04_C6,high_qc_candidate,absent,incorrect
DEMO0067,10,MSOD08,C2,MSOD08_C2,low_qc_candidate,absent,incorrect
DEMO0068,1,MSOD10,C5,MSOD10_C5,high_qc_candidate,absent,correct
DEMO0068,2,MSOD01,C4,MSOD01_C4,low_qc_candidate,present,incorrect
DEMO0068,3,MSOD09,C4,MSOD09_C4,low_qc_candidate,present,incorrect
DEMO0068,4,MSOD05,C8,MSOD05_C8,high_qc_candidate,present,incorrect
DEMO0068,5,MSOD04,C7,MSOD04_C7,high_qc_candidate,present,correct
DEMO0068,6,MSOD06,C1,MSOD06_C1,low_qc_candidate,absent,correct
DEMO0068,7,MSOD08,C3,MSOD08_C3,low_qc_candidate,present,correct
DEMO0068,8,MSOD02,C5,MSOD02_C5,high_qc_candidate,absent,correct
DEMO0068,9,MSOD03,C6,MSOD03_C6,high_qc_candidate,absent,incorrect
DEMO0068,10,MSOD07,C2,MSOD07_C2,low_qc_candidate,absent,incorrect
DEMO0069,1,MSOD07,C3,MSOD07_C3,low_qc_candidate,present,correct
DEMO0069,2,MSOD05,C1,MSOD05_C1,low_qc_candidate,absent,correct
DEMO0069,3,MSOD08,C4,MSOD08_C4,low_qc_candidate,present,incorrect
DEMO0069,4,MSOD04,C8,MSOD04_C8,high_qc_candidate,present,incorrect
DEMO0069,5,MSOD03,C7,MSOD03_C7,high_qc_candidate,present,correct
DEMO0069,6,MSOD10,C6,MSOD10_C6,high_qc_candidate,absent,incorrect
DEMO0069,7,MSOD09,C5,MSOD09_C5,high_qc_candidate,absent,correct
DEMO0069,8,MSOD06,C2,MSOD06_C2,low_qc_candidate,absent,incorrect
DEMO0069,9,MSOD02,C6,MSOD02_C6,high_qc_candidate,absent,incorrect
DEMO0069,10,MSOD01,C5,MSOD01_C5,high_qc_candidate,absent,correct
DEMO0070,1,MSOD02,C7,MSOD02_C7,high_qc_candidate,present,correct
DEMO0070,2,MSOD07,C4,MSOD07_C4,low_qc_candidate,present,incorrect
DEMO0070,3,MSOD01,C6,MSOD01_C6,high_qc_candidate,absent,incorrect
DEMO0070,4,MSOD03,C8,MSOD03_C8,high_qc_candidate,present,incorrect
DEMO0070,5,MSOD04,C1,MSOD04_C1,low_qc_candidate,absent,correct
DEMO0070,6,MSOD06,C3,MSOD06_C3,low_qc_candidate,present,correct
DEMO0070,7,MSOD10,C7,MSOD10_C7,high_qc_candidate,present,correct
DEMO0070,8,MSOD09,C6,MSOD09_C6,high_qc_candidate,absent,incorrect
DEMO0070,9,MSOD08,C5,MSOD08_C5,high_qc_candidate,absent,correct
DEMO0070,10,MSOD05,C2,MSOD05_C2,low_qc_candidate,absent,incorrect
DEMO0071,1,MSOD05,C3,MSOD05_C3,low_qc_candidate,present,correct
DEMO0071,2,MSOD01,C7,MSOD01_C7,high_qc_candidate,present,correct
DEMO0071,3,MSOD08,C6,MSOD08_C6,high_qc_candidate,absent,incorrect
DEMO0071,4,MSOD07,C5,MSOD07_C5,high_qc_candidate,absent,correct
DEMO0071,5,MSOD04,C2,MSOD04_C2,low_qc_candidate,absent,incorrect
DEMO0071,6,MSOD06,C4,MSOD06_C4,low_qc_candidate,present,incorrect
DEMO0071,7,MSOD10,C8,MSOD10_C8,high_qc_candidate,present,incorrect
DEMO0071,8,MSOD02,C8,MSOD02_C8,high_qc_candidate,present,incorrect
DEMO0071,9,MSOD03,C1,MSOD03_C1,low_qc_candidate,absent,correct
DEMO0071,10,MSOD09,C7,MSOD09_C7,high_qc_candidate,present,correct
DEMO0072,1,MSOD05,C4,MSOD05_C4,low_qc_candidate,present,incorrect
DEMO0072,2,MSOD02,C1,MSOD02_C1,low_qc_candidate,absent,correct
DEMO0072,3,MSOD08,C7,MSOD08_C7,high_qc_candidate,present,correct
DEMO0072,4,MSOD03,C2,MSOD03_C2,low_qc_candidate,absent,incorrect
DEMO0072,5,MSOD07,C6,MSOD07_C6,high_qc_candidate,absent,incorrect
DEMO0072,6,MSOD04,C3,MSOD04_C3,low_qc_candidate,present,correct
DEMO0072,7,MSOD10,C1,MSOD10_C1,low_qc_candidate,absent,correct
DEMO0072,8,MSOD09,C8,MSOD09_C8,high_qc_candidate,present,incorrect
DEMO0072,9,MSOD06,C5,MSOD06_C5,high_qc_candidate,absent,correct
DEMO0072,10,MSOD01,C8,MSOD01_C8,high_qc_candidate,present,incorrect
DEMO0073,1,MSOD04,C4,MSOD04_C4,low_qc_candidate,present,incorrect
DEMO0073,2,MSOD08,C8,MSOD08_C8,high_qc_candidate,present,incorrect
DEMO0073,3,MSOD10,C2,MSOD10_C2,low_qc_candidate,absent,incorrect
DEMO0073,4,MSOD03,C3,MSOD03_C3,low_qc_candidate,present,correct
DEMO0073,5,MSOD05,C5,MSOD05_C5,high_qc_candidate,absent,correct
DEMO0073,6,MSOD02,C2,MSOD02_C2,low_qc_candidate,absent,incorrect
DEMO0073,7,MSOD01,C1,MSOD01_C1,low_qc_candidate,absent,correct
DEMO0073,8,MSOD07,C7,MSOD07_C7,high_qc_candidate,present,correct
DEMO0073,9,MSOD09,C1,MSOD09_C1,low_qc_candidate,absent,correct
DEMO0073,10,MSOD06,C6,MSOD06_C6,high_qc_candidate,absent,incorrect
DEMO0074,1,MSOD07,C8,MSOD07_C8,high_qc_candidate,present,incorrect
DEMO0074,2,MSOD05,C6,MSOD05_C6,high_qc_candidate,absent,incorrect
DEMO0074,3,MSOD10,C3,MSOD10_C3,low_qc_candidate,present,correct
DEMO0074,4,MSOD02,C3,MSOD02_C3,low_qc_candidate,present,correct
DEMO0074,5,MSOD03,C4,MSOD03_C4,low_qc_candidate,present,incorrect
DEMO0074,6,MSOD09,C2,MSOD09_C2,low_qc_candidate,absent,incorrect
DEMO0074,7,MSOD06,C7,MSOD06_C7,high_qc_candidate,present,correct
DEMO0074,8,MSOD04,C5,MSOD04_C5,high_qc_candidate,absent,correct
DEMO0074,9,MSOD08,C1,MSOD08_C1,low_qc_candidate,absent,correct
DEMO0074,10,MSOD01,C2,MSOD01_C2,low_qc_candidate,absent,incorrect
DEMO0075,1,MSOD01,C3,MSOD01_C3,low_qc_candidate,present,correct
DEMO0075,2,MSOD06,C8,MSOD06_C8,high_qc_candidate,present,incorrect
DEMO0075,3,MSOD07,C1,MSOD07_C1,low_qc_candidate,absent,correct
DEMO0075,4,MSOD10,C4,MSOD10_C4,low_qc_candidate,present,incorrect
DEMO0075,5,MSOD04,C6,MSOD04_C6,high_qc_candidate,absent,incorrect
DEMO0075,6,MSOD05,C7,MSOD05_C7,high_qc_candidate,present,correct
DEMO0075,7,MSOD02,C4,MSOD02_C4,low_qc_candidate,present,incorrect
DEMO0075,8,MSOD09,C3,MSOD09_C3,low_qc_candidate,present,correct
DEMO0075,9,MSOD03,C5,MSOD03_C5,high_qc_candidate,absent,correct
DEMO0075,10,MSOD08,C2,MSOD08_C2,low_qc_candidate,absent,incorrect
DEMO0076,1,MSOD03,C6,MSOD03_C6,high_qc_candidate,absent,incorrect
DEMO0076,2,MSOD07,C2,MSOD07_C2,low_qc_candidate,absent,incorrect
DEMO0076,3,MSOD10,C5,MSOD10_C5,high_qc_candidate,absent,correct
DEMO0076,4,MSOD04,C7,MSOD04_C7,high_qc_candidate,present,correct
DEMO0076,5,MSOD02,C5,MSOD02_C5,high_qc_candidate,absent,correct
DEMO0076,6,MSOD08,C3,MSOD08_C3,low_qc_candidate,present,correct
DEMO0076,7,MSOD06,C1,MSOD06_C1,low_qc_candidate,absent,correct
DEMO0076,8,MSOD05,C8,MSOD05_C8,high_qc_candidate,present,incorrect
DEMO0076,9,MSOD09,C4,MSOD09_C4,low_qc_candidate,present,incorrect
DEMO0076,10,MSOD01,C4,MSOD01_C4,low_qc_candidate,present,incorrect
DEMO0077,1,MSOD07,C3,MSOD07_C3,low_qc_candidate,present,correct
DEMO0077,2,MSOD06,C2,MSOD06_C2,low_qc_candidate,absent,incorrect
DEMO0077,3,MSOD03,C7,MSOD03_C7,high_qc_candidate,present,correct
DEMO0077,4,MSOD10,C6,MSOD10_C6,high_qc_candidate,absent,incorrect
DEMO0077,5,MSOD01,C5,MSOD01_C5,high_qc_candidate,absent,correct
DEMO0077,6,MSOD08,C4,MSOD08_C4,low_qc_candidate,present,incorrect
DEMO0077,7,MSOD09,C5,MSOD09_C5,high_qc_candidate,absent,correct
DEMO0077,8,MSOD02,C6,MSOD02_C6,high_qc_candidate,absent,incorrect
DEMO0077,9,MSOD05,C1,MSOD05_C1,low_qc_candidate,absent,correct
DEMO0077,10,MSOD04,C8,MSOD04_C8,high_qc_candidate,present,incorrect
DEMO0078,1,MSOD09,C6,MSOD09_C6,high_qc_candidate,absent,incorrect
DEMO0078,2,MSOD10,C7,MSOD10_C7,high_qc_candidate,present,correct
DEMO0078,3,MSOD04,C1,MSOD04_C1,low_qc_candidate,absent,correct
DEMO0078,4,MSOD01,C6,MSOD01_C6,high_qc_candidate,absent,incorrect
DEMO0078,5,MSOD08,C5,MSOD08_C5,high_qc_candidate,absent,correct
DEMO0078,6,MSOD07,C4,MSOD07_C4,low_qc_candidate,present,incorrect
DEMO0078,7,MSOD03,C8,MSOD03_C8,high_qc_candidate,present,incorrect
DEMO0078,8,MSOD05,C2,MSOD05_C2,low_qc_candidate,absent,incorrect
DEMO0078,9,MSOD06,C3,MSOD06_C3,low_qc_candidate,present,correct
DEMO0078,10,MSOD02,C7,MSOD02_C7,high_qc_candidate,present,correct
DEMO0079,1,MSOD06,C4,MSOD06_C4,low_qc_candidate,present,incorrect
DEMO0079,2,MSOD09,C7,MSOD09_C7,high_qc_candidate,present,correct
DEMO0079,3,MSOD08,C6,MSOD08_C6,high_qc_candidate,absent,incorrect
DEMO0079,4,MSOD02,C8,MSOD02_C8,high_qc_candidate,present,incorrect
DEMO0079,5,MSOD10,C8,MSOD10_C8,high_qc_candidate,present,incorrect
DEMO0079,6,MSOD01,C7,MSOD01_C7,high_qc_candidate,present,correct
DEMO0079,7,MSOD07,C5,MSOD07_C5,high_qc_candidate,absent,correct
DEMO0079,8,MSOD05,C3,MSOD05_C3,low_qc_candidate,present,correct
DEMO0079,9,MSOD03,C1,MSOD03_C1,low_qc_candidate,absent,correct
DEMO0079,10,MSOD04,C2,MSOD04_C2,low_qc_candidate,absent,incorrect
DEMO0080,1,MSOD06,C5,MSOD06_C5,high_qc_candidate,absent,correct
DEMO0080,2,MSOD10,C1,MSOD10_C1,low_qc_candidate,absent,correct
DEMO0080,3,MSOD05,C4,MSOD05_C4,low_qc_candidate,present,incorrect
DEMO0080,4,MSOD09,C8,MSOD09_C8,high_qc_candidate,present,incorrect
DEMO0080,5,MSOD07,C6,MSOD07_C6,high_qc_candidate,absent,incorrect
DEMO0080,6,MSOD03,C2,MSOD03_C2,low_qc_candidate,absent,incorrect
DEMO0080,7,MSOD04,C3,MSOD04_C3,low_qc_candidate,present,correct
DEMO0080,8,MSOD01,C8,MSOD01_C8,high_qc_candidate,present,incorrect
DEMO0080,9,MSOD02,C1,MSOD02_C1,low_qc_candidate,absent,correct
DEMO0080,10,MSOD08,C7,MSOD08_C7,high_qc_candidate,present,correct
DEMO0081,1,MSOD10,C2,MSOD10_C2,low_qc_candidate,absent,incorrect
DEMO0081,2,MSOD06,C6,MSOD06_C6,high_qc_candidate,absent,incorrect
DEMO0081,3,MSOD03,C3,MSOD03_C3,low_qc_candidate,present,correct
DEMO0081,4,MSOD04,C4,MSOD04_C4,low_qc_candidate,present,incorrect
DEMO0081,5,MSOD02,C2,MSOD02_C2,low_qc_candidate,absent,incorrect
DEMO0081,6,MSOD05,C5,MSOD05_C5,high_qc_candidate,absent,correct
DEMO0081,7,MSOD09,C1,MSOD09_C1,low_qc_candidate,absent,correct
DEMO0081,8,MSOD01,C1,MSOD01_C1,low_qc_candidate,absent,correct
DEMO0081,9,MSOD08,C8,MSOD08_C8,high_qc_candidate,present,incorrect
DEMO0081,10,MSOD07,C7,MSOD07_C7,high_qc_candidate,present,correct
DEMO0082,1,MSOD09,C2,MSOD09_C2,low_qc_candidate,absent,incorrect
DEMO0082,2,MSOD08,C1,MSOD08_C1,low_qc_candidate,absent,correct
DEMO0082,3,MSOD01,C2,MSOD01_C2,low_qc_candidate,absent,incorrect
DEMO0082,4,MSOD02,C3,MSOD02_C3,low_qc_candidate,present,correct
DEMO0082,5,MSOD10,C3,MSOD10_C3,low_qc_candidate,present,correct
DEMO0082,6,MSOD06,C7,MSOD06_C7,high_qc_candidate,present,correct
DEMO0082,7,MSOD07,C8,MSOD07_C8,high_qc_candidate,present,incorrect
DEMO0082,8,MSOD05,C6,MSOD05_C6,high_qc_candidate,absent,incorrect
DEMO0082,9,MSOD03,C4,MSOD03_C4,low_qc_candidate,present,incorrect
DEMO0082,10,MSOD04,C5,MSOD04_C5,high_qc_candidate,absent,correct
DEMO0083,1,MSOD04,C6,MSOD04_C6,high_qc_candidate,absent,incorrect
DEMO0083,2,MSOD08,C2,MSOD08_C2,low_qc_candidate,absent,incorrect
DEMO0083,3,MSOD05,C7,MSOD05_C7,high_qc_candidate,present,correct
DEMO0083,4,MSOD10,C4,MSOD10_C4,low_qc_candidate,present,incorrect
DEMO0083,5,MSOD03,C5,MSOD03_C5,high_qc_candidate,absent,correct
DEMO0083,6,MSOD06,C8,MSOD06_C8,high_qc_candidate,present,incorrect
DEMO0083,7,MSOD01,C3,MSOD01_C3,low_qc_candidate,present,correct
DEMO0083,8,MSOD09,C3,MSOD09_C3,low_qc_candidate,present,correct
DEMO0083,9,MSOD07,C1,MSOD07_C1,low_qc_candidate,absent,correct
DEMO0083,10,MSOD02,C4,MSOD02_C4,low_qc_candidate,present,incorrect
DEMO0084,1,MSOD04,C7,MSOD04_C7,high_qc_candidate,present,correct
DEMO0084,2,MSOD05,C8,MSOD05_C8,high_qc_candidate,present,incorrect
DEMO0084,3,MSOD10,C5,MSOD10_C5,high_qc_candidate,absent,correct
DEMO0084,4,MSOD08,C3,MSOD08_C3,low_qc_candidate,present,correct
DEMO0084,5,MSOD06,C1,MSOD06_C1,low_qc_candidate,absent,correct
DEMO0084,6,MSOD07,C2,MSOD07_C2,low_qc_candidate,absent,incorrect
DEMO0084,7,MSOD03,C6,MSOD03_C6,high_qc_candidate,absent,incorrect
DEMO0084,8,MSOD02,C5,MSOD02_C5,high_qc_candidate,absent,correct
DEMO0084,9,MSOD01,C4,MSOD01_C4,low_qc_candidate,present,incorrect
DEMO0084,10,MSOD09,C4,MSOD09_C4,low_qc_candidate,present,incorrect
DEMO0085,1,MSOD07,C3,MSOD07_C3,low_qc_candidate,present,correct
DEMO0085,2,MSOD10,C6,MSOD10_C6,high_qc_candidate,absent,incorrect
DEMO0085,3,MSOD05,C1,MSOD05_C1,low_qc_candidate,absent,correct
DEMO0085,4,MSOD08,C4,MSOD08_C4,low_qc_candidate,present,incorrect
DEMO0085,5,MSOD03,C7,MSOD03_C7,high_qc_candidate,present,correct
DEMO0085,6,MSOD02,C6,MSOD02_C6,high_qc_candidate,absent,incorrect
DEMO0085,7,MSOD06,C2,MSOD06_C2,low_qc_candidate,absent,incorrect
DEMO0085,8,MSOD09,C5,MSOD09_C5,high_qc_candidate,absent,correct
DEMO0085,9,MSOD04,C8,MSOD04_C8,high_qc_candidate,present,incorrect
DEMO0085,10,MSOD01,C5,MSOD01_C5,high_qc_candidate,absent,correct
DEMO0086,1,MSOD08,C5,MSOD08_C5,high_qc_candidate,absent,correct
DEMO0086,2,MSOD05,C2,MSOD05_C2,low_qc_candidate,absent,incorrect
DEMO0086,3,MSOD10,C7,MSOD10_C7,high_qc_candidate,present,correct
DEMO0086,4,MSOD06,C3,MSOD06_C3,low_qc_candidate,present,correct
DEMO0086,5,MSOD04,C1,MSOD04_C1,low_qc_candidate,absent,correct
DEMO0086,6,MSOD07,C4,MSOD07_C4,low_qc_candidate,present,incorrect
DEMO0086,7,MSOD09,C6,MSOD09_C6,high_qc_candidate,absent,incorrect
DEMO0086,8,MSOD03,C8,MSOD03_C8,high_qc_candidate,present,incorrect
DEMO0086,9,MSOD01,C6,MSOD01_C6,high_qc_candidate,absent,incorrect
DEMO0086,10,MSOD02,C7,MSOD02_C7,high_qc_candidate,present,correct
DEMO0087,1,MSOD02,C8,MSOD02_C8,high_qc_candidate,present,incorrect
DEMO0087,2,MSOD03,C1,MSOD03_C1,low_qc_candidate,absent,correct
DEMO0087,3,MSOD01,C7,MSOD01_C7,high_qc_candidate,present,correct
DEMO0087,4,MSOD06,C4,MSOD06_C4,low_qc_candidate,present,incorrect
DEMO0087,5,MSOD08,C6,MSOD08_C6,high_qc_candidate,absent,incorrect
DEMO0087,6,MSOD05,C3,MSOD05_C3,low_qc_candidate,present,correct
DEMO0087,7,MSOD10,C8,MSOD10_C8,high_qc_candidate,present,incorrect
DEMO0087,8,MSOD09,C7,MSOD09_C7,high_qc_candidate,present,correct
DEMO0087,9,MSOD07,C5,MSOD07_C5,high_qc_candidate,absent,correct
DEMO0087,10,MSOD04,C2,MSOD04_C2,low_qc_candidate,absent,incorrect
DEMO0088,1,MSOD01,C8,MSOD01_C8,high_qc_candidate,present,incorrect
DEMO0088,2,MSOD08,C7,MSOD08_C7,high_qc_candidate,present,correct
DEMO0088,3,MSOD10,C1,MSOD10_C1,low_qc_candidate,absent,correct
DEMO0088,4,MSOD09,C8,MSOD09_C8,high_qc_candidate,present,incorrect
DEMO0088,5,MSOD02,C1,MSOD02_C1,low_qc_candidate,absent,correct
DEMO0088,6,MSOD07,C6,MSOD07_C6,high_qc_candidate,absent,incorrect
DEMO0088,7,MSOD05,C4,MSOD05_C4,low_qc_candidate,present,incorrect
DEMO0088,8,MSOD06,C5,MSOD06_C5,high_qc_candidate,absent,correct
DEMO0088,9,MSOD04,C3,MSOD04_C3,low_qc_candidate,present,correct
DEMO0088,10,MSOD03,C2,MSOD03_C2,low_qc_candidate,absent,incorrect
DEMO0089,1,MSOD05,C5,MSOD05_C5,high_qc_candidate,absent,correct
DEMO0089,2,MSOD06,C6,MSOD06_C6,high_qc_candidate,absent,incorrect
DEMO0089,3,MSOD08,C8,MSOD08_C8,high_qc_candidate,present,incorrect
DEMO0089,4,MSOD04,C4,MSOD04_C4,low_qc_candidate,present,incorrect
DEMO0089,5,MSOD07,C7,MSOD07_C7,high_qc_candidate,present,correct
DEMO0089,6,MSOD03,C3,MSOD03_C3,low_qc_candidate,present,correct
DEMO0089,7,MSOD01,C1,MSOD01_C1,low_qc_candidate,absent,correct
DEMO0089,8,MSOD09,C1,MSOD09_C1,low_qc_candidate,absent,correct
DEMO0089,9,MSOD02,C2,MSOD02_C2,low_qc_candidate,absent,incorrect
DEMO0089,10,MSOD10,C2,MSOD10_C2,low_qc_candidate,absent,incorrect
DEMO0090,1,MSOD06,C7,MSOD06_C7,high_qc_candidate,present,correct
DEMO0090,2,MSOD09,C2,MSOD09_C2,low_qc_candidate,absent,incorrect
DEMO0090,3,MSOD10,C3,MSOD10_C3,low_qc_candidate,present,correct
DEMO0090,4,MSOD08,C1,MSOD08_C1,low_qc_candidate,absent,correct
DEMO0090,5,MSOD04,C5,MSOD04_C5,high_qc_candidate,absent,correct
DEMO0090,6,MSOD01,C2,MSOD01_C2,low_qc_candidate,absent,incorrect
DEMO0090,7,MSOD03,C4,MSOD03_C4,low_qc_candidate,present,incorrect
DEMO0090,8,MSOD02,C3,MSOD02_C3,low_qc_candidate,present,correct
DEMO0090,9,MSOD05,C6,MSOD05_C6,high_qc_candidate,absent,incorrect
DEMO0090,10,MSOD07,C8,MSOD07_C8,high_qc_candidate,present,incorrect
DEMO0091,1,MSOD03,C5,MSOD03_C5,high_qc_candidate,absent,correct
DEMO0091,2,MSOD10,C4,MSOD10_C4,low_qc_candidate,present,incorrect
DEMO0091,3,MSOD07,C1,MSOD07_C1,low_qc_candidate,absent,correct
DEMO0091,4,MSOD04,C6,MSOD04_C6,high_qc_candidate,absent,incorrect
DEMO0091,5,MSOD01,C3,MSOD01_C3,low_qc_candidate,present,correct
DEMO0091,6,MSOD05,C7,MSOD05_C7,high_qc_candidate,present,correct
DEMO0091,7,MSOD02,C4,MSOD02_C4,low_qc_candidate,present,incorrect
DEMO0091,8,MSOD09,C3,MSOD09_C3,low_qc_candidate,present,correct
DEMO0091,9,MSOD06,C8,MSOD06_C8,high_qc_candidate,present,incorrect
DEMO0091,10,MSOD08,C2,MSOD08_C2,low_qc_candidate,absent,incorrect
DEMO0092,1,MSOD06,C1,MSOD06_C1,low_qc_candidate,absent,correct
DEMO0092,2,MSOD07,C2,MSOD07_C2,low_qc_candidate,absent,incorrect
DEMO0092,3,MSOD03,C6,MSOD03_C6,high_qc_candidate,absent,incorrect
DEMO0092,4,MSOD04,C7,MSOD04_C7,high_qc_candidate,present,correct
DEMO0092,5,MSOD08,C3,MSOD08_C3,low_qc_candidate,present,correct
DEMO0092,6,MSOD05,C8,MSOD05_C8,high_qc_candidate,present,incorrect
DEMO0092,7,MSOD09,C4,MSOD09_C4,low_qc_candidate,present,incorrect
DEMO0092,8,MSOD10,C5,MSOD10_C5,high_qc_candidate,absent,correct
DEMO0092,9,MSOD01,C4,MSOD01_C4,low_qc_candidate,present,incorrect
DEMO0092,10,MSOD02,C5,MSOD02_C5,high_qc_candidate,absent,correct
DEMO0093,1,MSOD08,C4,MSOD08_C4,low_qc_candidate,present,incorrect
DEMO0093,2,MSOD05,C1,MSOD05_C1,low_qc_candidate,absent,correct
DEMO0093,3,MSOD04,C8,MSOD04_C8,high_qc_candidate,present,incorrect
DEMO0093,4,MSOD09,C5,MSOD09_C5,high_qc_candidate,absent,correct
DEMO0093,5,MSOD06,C2,MSOD06_C2,low_qc_candidate,absent,incorrect
DEMO0093,6,MSOD07,C3,MSOD07_C3,low_qc_candidate,present,correct
DEMO0093,7,MSOD03,C7,MSOD03_C7,high_qc_candidate,present,correct
DEMO0093,8,MSOD01,C5,MSOD01_C5,high_qc_candidate,absent,correct
DEMO0093,9,MSOD10,C6,MSOD10_C6,high_qc_candidate,absent,incorrect
DEMO0093,10,MSOD02,C6,MSOD02_C6,high_qc_candidate,absent,incorrect
DEMO0094,1,MSOD09,C6,MSOD09_C6,high_qc_candidate,absent,incorrect
DEMO0094,2,MSOD04,C1,MSOD04_C1,low_qc_candidate,absent,correct
DEMO0094,3,MSOD01,C6,MSOD01_C6,high_qc_candidate,absent,incorrect
DEMO0094,4,MSOD03,C8,MSOD03_C8,high_qc_candidate,present,incorrect
DEMO0094,5,MSOD07,C4,MSOD07_C4,low_qc_candidate,present,incorrect
DEMO0094,6,MSOD06,C3,MSOD06_C3,low_qc_candidate,present,correct
DEMO0094,7,MSOD05,C2,MSOD05_C2,low_qc_candidate,absent,incorrect
DEMO0094,8,MSOD02,C7,MSOD02_C7,high_qc_candidate,present,correct
DEMO0094,9,MSOD08,C5,MSOD08_C5,high_qc_candidate,absent,correct
DEMO0094,10,MSOD10,C7,MSOD10_C7,high_qc_candidate,present,correct
DEMO0095,1,MSOD02,C8,MSOD02_C8,high_qc_candidate,present,incorrect
DEMO0095,2,MSOD07,C5,MSOD07_C5,high_qc_candidate,absent,correct
DEMO0095,3,MSOD05,C3,MSOD05_C3,low_qc_candidate,present,correct
DEMO0095,4,MSOD01,C7,MSOD01_C7,high_qc_candidate,present,correct
DEMO0095,5,MSOD08,C6,MSOD08_C6,high_qc_candidate,absent,incorrect
DEMO0095,6,MSOD06,C4,MSOD06_C4,low_qc_candidate,present,incorrect
DEMO0095,7,MSOD04,C2,MSOD04_C2,low_qc_candidate,absent,incorrect
DEMO0095,8,MSOD09,C7,MSOD09_C7,high_qc_candidate,present,correct
DEMO0095,9,MSOD03,C1,MSOD03_C1,low_qc_candidate,absent,correct
DEMO0095,10,MSOD10,C8,MSOD10_C8,high_qc_candidate,present,incorrect
DEMO0096,1,MSOD09,C8,MSOD09_C8,high_qc_candidate,present,incorrect
DEMO0096,2,MSOD10,C1,MSOD10_C1,low_qc_candidate,absent,correct
DEMO0096,3,MSOD01,C8,MSOD01_C8,high_qc_candidate,present,incorrect
DEMO0096,4,MSOD08,C7,MSOD08_C7,high_qc_candidate,present,correct
DEMO0096,5,MSOD06,C5,MSOD06_C5,high_qc_candidate,absent,correct
DEMO0096,6,MSOD03,C2,MSOD03_C2,low_qc_candidate,absent,incorrect
DEMO0096,7,MSOD05,C4,MSOD05_C4,low_qc_candidate,present,incorrect
DEMO0096,8,MSOD07,C6,MSOD07_C6,high_qc_candidate,absent,incorrect
DEMO0096,9,MSOD04,C3,MSOD04_C3,low_qc_candidate,present,correct
DEMO0096,10,MSOD02,C1,MSOD02_C1,low_qc_candidate,absent,correct
DEMO0097,1,MSOD10,C2,MSOD10_C2,low_qc_candidate,absent,incorrect
DEMO0097,2,MSOD09,C1,MSOD09_C1,low_qc_candidate,absent,correct
DEMO0097,3,MSOD01,C1,MSOD01_C1,low_qc_candidate,absent,correct
DEMO0097,4,MSOD05,C5,MSOD05_C5,high_qc_candidate,absent,correct
DEMO0097,5,MSOD06,C6,MSOD06_C6,high_qc_candidate,absent,incorrect
DEMO0097,6,MSOD03,C3,MSOD03_C3,low_qc_candidate,present,correct
DEMO0097,7,MSOD04,C4,MSOD04_C4,low_qc_candidate,present,incorrect
DEMO0097,8,MSOD07,C7,MSOD07_C7,high_qc_candidate,present,correct
DEMO0097,9,MSOD08,C8,MSOD08_C8,high_qc_candidate,present,incorrect
DEMO0097,10,MSOD02,C2,MSOD02_C2,low_qc_candidate,absent,incorrect
DEMO0098,1,MSOD06,C7,MSOD06_C7,high_qc_candidate,present,correct
DEMO0098,2,MSOD03,C4,MSOD03_C4,low_qc_candidate,present,incorrect
DEMO0098,3,MSOD05,C6,MSOD05_C6,high_qc_candidate,absent,incorrect
DEMO0098,4,MSOD10,C3,MSOD10_C3,low_qc_candidate,present,correct
DEMO0098,5,MSOD02,C3,MSOD02_C3,low_qc_candidate,present,correct
DEMO0098,6,MSOD04,C5,MSOD04_C5,high_qc_candidate,absent,correct
DEMO0098,7,MSOD01,C2,MSOD01_C2,low_qc_candidate,absent,incorrect
DEMO0098,8,MSOD07,C8,MSOD07_C8,high_qc_candidate,present,incorrect
DEMO0098,9,MSOD08,C1,MSOD08_C1,low_qc_candidate,absent,correct
DEMO0098,10,MSOD09,C2,MSOD09_C2,low_qc_candidate,absent,incorrect
DEMO0099,1,MSOD07,C1,MSOD07_C1,low_qc_candidate,absent,correct
DEMO0099,2,MSOD02,C4,MSOD02_C4,low_qc_candidate,present,incorrect
